month,day,year,emdx,viored,k2vk3,delk1,delk2,delwb,k3
05 13 1997,0.0902258,1.29912,1.51211,0.598565,0.386570,1.57488,0.0650609
05 14 1997,0.0901744,1.29471,1.53143,0.564238,0.381135,1.55698,0.0647487
06 05 1997,0.0884063,1.28061,1.52967,0.567136,0.386550,1.56079,0.0635794
06 09 1997,0.0882890,1.29327,1.51377,0.552966,0.381616,1.55200,0.0633374
06 10 1997,0.0882929,1.31215,1.52844,0.554700,0.373402,1.54898,0.0623650
06 11 1997,0.0881208,1.30321,1.51957,0.559064,0.374991,1.55175,0.0633214
06 12 1997,0.0887614,1.30608,1.51560,0.582093,0.387842,1.56812,0.0632321
06 17 1997,0.0891981,1.27569,1.51868,0.576253,0.383089,1.56335,0.0645974
06 18 1997,0.0875139,1.26933,1.55115,0.592134,0.386378,1.57195,0.0618671
06 20 1997,0.0885202,1.31130,1.52248,0.576518,0.388845,1.56607,0.0638610
06 23 1997,0.0893804,1.31166,1.49813,0.557015,0.380300,1.55327,0.0650735
06 24 1997,0.0887549,1.30363,1.51296,0.584091,0.376010,1.56370,0.0644488
06 25 1997,0.0882671,1.27750,1.52828,0.574590,0.389334,1.56542,0.0635814
06 27 1997,0.0888076,1.27038,1.52536,0.593859,0.403094,1.58006,0.0638119
06 30 1997,0.0885409,1.31405,1.53059,0.586140,0.383966,1.56820,0.0635820
07 01 1997,0.0891832,1.31302,1.51897,0.583142,0.388236,1.56877,0.0645954
07 02 1997,0.0882913,1.28828,1.53516,0.576381,0.379219,1.56166,0.0630288
07 14 1997,0.0876024,1.36043,1.53757,0.623234,0.429056,1.60352,0.0630987
07 15 1997,0.0872468,1.27970,1.54815,0.592433,0.389836,1.57361,0.0619603
07 21 1997,0.0890412,1.32489,1.51982,0.587420,0.388969,1.57100,0.0637518
08 16 1997,0.0896653,1.28729,1.56824,0.598103,0.366706,1.56582,0.0629072
08 17 1997,0.0913758,1.28684,1.50539,0.604088,0.364799,1.56765,0.0669252
08 19 1997,0.0904461,1.24460,1.52619,0.594884,0.373069,1.56724,0.0646418
08 20 1997,0.0892749,1.34436,1.55643,0.591778,0.494338,1.61726,0.0629759
08 22 1997,0.0914246,1.22679,1.48720,0.609361,0.423878,1.59558,0.0670259
08 25 1997,0.0890762,1.31908,1.50730,0.572168,0.371088,1.55601,0.0651051
09 08 1997,0.0904880,1.28168,1.50485,0.611270,0.374376,1.57510,0.0658144
09 10 1997,0.0895529,1.29108,1.53749,0.614382,0.369620,1.57438,0.0648898
09 11 1997,0.0911657,1.24015,1.52640,0.604613,0.365430,1.56817,0.0654489
09 24 1997,0.0892918,1.09720,1.45658,0.635729,0.412690,1.60192,0.0660011
09 25 1997,0.0900923,1.26410,1.52279,0.576577,0.368721,1.55695,0.0647450
09 26 1997,0.0906405,1.24898,1.51599,0.582731,0.373654,1.56201,0.0655487
09 27 1997,0.0917943,1.24911,1.52448,0.621152,0.378080,1.58105,0.0660353
09 28 1997,0.0910797,1.26146,1.51907,0.565531,0.369415,1.55217,0.0657854
09 29 1997,0.0892778,1.25490,1.54941,0.599807,0.378055,1.57166,0.0637140
09 30 1997,0.0893249,1.30516,1.53311,0.568704,0.374806,1.55613,0.0641341
11 24 1997,0.0901677,1.29271,1.52204,0.587668,0.365691,1.56064,0.0648517
11 25 1997,0.0898731,1.30540,1.52906,0.574924,0.381137,1.56187,0.0644670
11 26 1997,0.0915891,1.24943,1.52278,0.594288,0.366368,1.56395,0.0662967
12 16 1997,0.0905602,1.32889,1.52488,0.612928,0.386381,1.58108,0.0653122
12 17 1997,0.0903548,1.31187,1.53591,0.608954,0.374785,1.57426,0.0650700
12 18 1997,0.0903608,1.29649,1.54238,0.592083,0.372906,1.56590,0.0642592
12 19 1997,0.0904730,1.26503,1.55756,0.595238,0.376658,1.56900,0.0638579
12 29 1997,0.0915267,1.19982,1.55400,0.627360,0.380290,1.58469,0.0652914
12 31 1997,0.0919639,1.24017,1.53453,0.621123,0.372371,1.57855,0.0662782
01 02 1998,0.0914158,1.23122,1.52237,0.615274,0.374352,1.57685,0.0655332
01 07 1998,0.0898455,1.29728,1.53366,0.620813,0.386895,1.58472,0.0648578
01 22 1998,0.0911673,1.28263,1.51657,0.594540,0.367503,1.56458,0.0658503
01 23 1998,0.0909274,1.26907,1.52143,0.591977,0.375551,1.56704,0.0655544
01 26 1998,0.0882931,1.24831,1.57048,0.575969,0.364200,1.55459,0.0626006
01 27 1998,0.0914401,1.24927,1.50311,0.622254,0.367816,1.57705,0.0674002
01 28 1998,0.0915485,1.27669,1.49973,0.612828,0.366727,1.57241,0.0673560
01 29 1998,0.0905059,1.27053,1.50743,0.596281,0.374545,1.56852,0.0662463
01 30 1998,0.0908590,1.22355,1.50845,0.606008,0.365895,1.56900,0.0656573
02 02 1998,0.0887910,1.33946,1.56930,0.546909,0.367552,1.54255,0.0623933
02 03 1998,0.0891328,1.30049,1.55868,0.600507,0.369116,1.56798,0.0629210
02 17 1998,0.0922426,1.34300,1.52503,0.620669,0.380157,1.58174,0.0678049
02 24 1998,0.0900465,1.30430,1.50224,0.583411,0.351987,1.55238,0.0657673
03 02 1998,0.0910848,1.32451,1.49635,0.546332,0.363851,1.54051,0.0664165
03 03 1998,0.0909978,1.36015,1.53071,0.581369,0.406116,1.57591,0.0654859
03 04 1998,0.0875299,1.24085,1.59963,0.597482,0.375181,1.56934,0.0612384
03 05 1998,0.0898590,1.30425,1.52053,0.573584,0.361978,1.55245,0.0648256
03 09 1998,0.0888894,1.27758,1.52776,0.585910,0.359179,1.55685,0.0631102
03 10 1998,0.0893120,1.25511,1.52211,0.603616,0.372172,1.57074,0.0639120
03 12 1998,0.0885583,1.27224,1.54753,0.592761,0.371483,1.56557,0.0634224
03 13 1998,0.0910571,1.29025,1.49682,0.557914,0.354533,1.54159,0.0670849
03 19 1998,0.0917090,1.26113,1.50377,0.597022,0.361454,1.56296,0.0674035
03 20 1998,0.0912352,1.26901,1.49830,0.587157,0.369924,1.56233,0.0668565
03 23 1998,0.0914710,1.28794,1.50534,0.586031,0.360242,1.55740,0.0669139
03 31 1998,0.0923574,1.30726,1.50286,0.606480,0.358563,1.56593,0.0674338
04 01 1998,0.0908998,1.26203,1.51057,0.621579,0.384576,1.58405,0.0663932
04 02 1998,0.0915164,1.31135,1.49321,0.612689,0.383876,1.57989,0.0675362
04 03 1998,0.0918547,1.28374,1.49599,0.619273,0.371418,1.57732,0.0675362
04 08 1998,0.0940692,1.27633,1.51290,0.614347,0.368021,1.57365,0.0691164
04 09 1998,0.0942216,1.24109,1.51221,0.641716,0.365261,1.58440,0.0691645
04 21 1998,0.0905347,1.25016,1.53313,0.593483,0.371941,1.56610,0.0653244
04 22 1998,0.0918491,1.26769,1.51417,0.569604,0.367549,1.55319,0.0667335
04 23 1998,0.0913699,1.26093,1.50523,0.611391,0.357755,1.56777,0.0667296
04 24 1998,0.0904170,1.29119,1.53025,0.588687,0.380295,1.56770,0.0653796
04 29 1998,0.0900095,1.29419,1.54415,0.589779,0.371650,1.56430,0.0643397
04 30 1998,0.0904616,1.26585,1.52085,0.609076,0.381006,1.57705,0.0657089
05 01 1998,0.0907590,1.27410,1.53504,0.608665,0.381304,1.57700,0.0658101
05 04 1998,0.0932326,1.27125,1.50058,0.607141,0.365595,1.56938,0.0691759
05 05 1998,0.0928627,1.25128,1.49741,0.594193,0.355976,1.55918,0.0686764
05 06 1998,0.0941984,1.31146,1.50019,0.620584,0.358994,1.57242,0.0696298
05 15 1998,0.0943624,1.28220,1.50943,0.629707,0.372139,1.58218,0.0696653
05 19 1998,0.0900331,1.26408,1.56356,0.594555,0.373790,1.56741,0.0641965
05 20 1998,0.0903879,1.29417,1.54978,0.615135,0.394880,1.58571,0.0646903
05 22 1998,0.0889912,1.23805,1.57220,0.616704,0.385891,1.58251,0.0626842
05 29 1998,0.0902056,1.27524,1.55581,0.621593,0.382212,1.58303,0.0645005
06 01 1998,0.0870518,1.27693,1.62066,0.610474,0.389691,1.58145,0.0600604
06 02 1998,0.0891914,1.23329,1.59512,0.623378,0.376327,1.58125,0.0623379
06 03 1998,0.0901858,1.27409,1.57831,0.620528,0.384618,1.58361,0.0638845
06 04 1998,0.0900991,1.22357,1.58468,0.619640,0.385513,1.58361,0.0633155
06 08 1998,0.0916649,1.23925,1.55310,0.613152,0.367300,1.57281,0.0658759
06 09 1998,0.0911975,1.26878,1.57851,0.615151,0.365805,1.57303,0.0644899
06 11 1998,0.0900983,1.25490,1.59248,0.631893,0.378381,1.58582,0.0633237
06 12 1998,0.0909332,1.23636,1.57399,0.626750,0.372787,1.58118,0.0642565
06 15 1998,0.0899779,1.23367,1.59002,0.623384,0.376202,1.58120,0.0632691
06 16 1998,0.0898485,1.21274,1.58545,0.621793,0.381075,1.58262,0.0633511
06 17 1998,0.0910043,1.26368,1.53457,0.596818,0.376487,1.56963,0.0655269
06 18 1998,0.0901520,1.24642,1.57995,0.621876,0.381872,1.58301,0.0636798
06 19 1998,0.0925575,1.26449,1.53110,0.630422,0.373545,1.58310,0.0667815
06 24 1998,0.0918848,1.26251,1.52603,0.626382,0.368326,1.57908,0.0659707
06 25 1998,0.0916691,1.26139,1.51596,0.618554,0.399631,1.58921,0.0667624
06 26 1998,0.0910518,1.23348,1.55480,0.608726,0.379341,1.57617,0.0648999
06 29 1998,0.0940955,1.25869,1.53705,0.633013,0.368689,1.58212,0.0685042
06 30 1998,0.0948237,1.27300,1.54844,0.650966,0.366375,1.58885,0.0692678
07 08 1998,0.0948223,1.20816,1.51580,0.661993,0.373598,1.59657,0.0695965
07 10 1998,0.0928588,1.28485,1.56434,0.655342,0.375429,1.59454,0.0667391
07 13 1998,0.0920426,1.24933,1.56727,0.653593,0.380035,1.59575,0.0660561
07 14 1998,0.0923990,1.27616,1.53276,0.656282,0.382033,1.59771,0.0676420
07 15 1998,0.0924946,1.33301,1.53998,0.632679,0.374090,1.58431,0.0678071
07 21 1998,0.0925491,1.12633,1.53872,0.614144,0.426289,1.59859,0.0663466
07 28 1998,0.0950560,1.26636,1.51575,0.632126,0.370438,1.58249,0.0704175
07 29 1998,0.0957882,1.25277,1.51342,0.668801,0.373314,1.59930,0.0707957
08 12 1998,0.0954995,1.21638,1.50042,0.674180,0.373378,1.60156,0.0717346
08 14 1998,0.0939268,1.23526,1.51494,0.667230,0.362757,1.59421,0.0695651
08 17 1998,0.0924247,1.25271,1.54788,0.649447,0.396577,1.60092,0.0672432
08 18 1998,0.0934728,1.30039,1.52361,0.631928,0.372158,1.58315,0.0683124
08 24 1998,0.0961023,1.23657,1.50065,0.684675,0.366599,1.60310,0.0719134
08 26 1998,0.0948262,1.21987,1.54637,0.698977,0.364126,1.60796,0.0695172
08 27 1998,0.0949143,1.14707,1.46964,0.622618,0.397513,1.59004,0.0719465
08 31 1998,0.0948450,1.23130,1.48544,0.673674,0.371021,1.60037,0.0713753
09 01 1998,0.0928720,1.24130,1.51884,0.654746,0.385279,1.59842,0.0680473
09 02 1998,0.0937527,1.26854,1.50674,0.637454,0.375698,1.58706,0.0693238
09 03 1998,0.0933417,1.29036,1.53220,0.651124,0.370923,1.59085,0.0676875
09 04 1998,0.0929136,1.21459,1.54422,0.678809,0.367900,1.60121,0.0666418
09 24 1998,0.0940489,1.22550,1.50026,0.682655,0.384254,1.60951,0.0704402
09 29 1998,0.0917716,1.27744,1.46668,0.616414,0.408166,1.59193,0.0687797
09 30 1998,0.0937592,1.30759,1.51788,0.660428,0.389072,1.60236,0.0689929
10 02 1998,0.0941095,1.24971,1.48770,0.670038,0.389267,1.60640,0.0701694
10 05 1998,0.0958377,1.23984,1.46873,0.671640,0.372913,1.60031,0.0723366
10 06 1998,0.0937480,1.25544,1.49870,0.637313,0.378269,1.58810,0.0693189
10 07 1998,0.0936762,1.23962,1.49510,0.661589,0.376133,1.59746,0.0695679
10 08 1998,0.0935842,1.24114,1.49899,0.642579,0.373599,1.58835,0.0695784
10 09 1998,0.0938017,1.27497,1.50129,0.648680,0.378871,1.59318,0.0700698
10 11 1998,0.0922559,1.25379,1.47767,0.625556,0.381837,1.58458,0.0685366
10 12 1998,0.0918447,1.24893,1.49872,0.646069,0.388471,1.59613,0.0670845
10 13 1998,0.0921331,1.25993,1.49252,0.622054,0.378999,1.58184,0.0679446
10 14 1998,0.0919093,1.26906,1.49508,0.623855,0.393744,1.58896,0.0678953
10 15 1998,0.0940316,1.26445,1.46533,0.635996,0.390260,1.59264,0.0707237
10 16 1998,0.0933915,1.23820,1.47877,0.617517,0.367751,1.57494,0.0696252
10 26 1998,0.0910288,1.26306,1.50086,0.603983,0.395582,1.58119,0.0661068
10 28 1998,0.0915857,1.26470,1.49225,0.621825,0.387121,1.58525,0.0673065
10 29 1998,0.0912446,1.22424,1.49463,0.610722,0.391210,1.58222,0.0668411
11 02 1998,0.0930379,1.24429,1.47779,0.643566,0.379941,1.59147,0.0699596
11 03 1998,0.0922021,1.22120,1.51178,0.694042,0.376787,1.61110,0.0678962
11 04 1998,0.0950633,1.27658,1.45844,0.648229,0.368894,1.58875,0.0727676
11 05 1998,0.0940434,1.26120,1.48363,0.663215,0.364381,1.59320,0.0713129
11 06 1998,0.0945900,1.23855,1.47138,0.650194,0.369953,1.59004,0.0719376
11 10 1998,0.0903836,1.24196,1.51442,0.652047,0.383484,1.59654,0.0665234
11 11 1998,0.0906230,1.23339,1.48944,0.617134,0.383350,1.58159,0.0672407
11 13 1998,0.0898325,1.25418,1.49057,0.622761,0.380930,1.58298,0.0663321
11 16 1998,0.0927861,1.27482,1.47164,0.637902,0.368655,1.58422,0.0697316
11 17 1998,0.0927970,1.26803,1.46564,0.621133,0.365292,1.57545,0.0704231
11 18 1998,0.0913286,1.26735,1.48738,0.605915,0.374498,1.57279,0.0678883
11 19 1998,0.0903267,1.27445,1.49669,0.652574,0.381643,1.59599,0.0658338
11 23 1998,0.0912185,1.26297,1.49518,0.582951,0.361738,1.55667,0.0669826
11 24 1998,0.0902454,1.27279,1.50926,0.605544,0.373545,1.57220,0.0654951
11 30 1998,0.0934753,1.19542,1.50511,0.662656,0.361952,1.59194,0.0704232
12 01 1998,0.0976234,1.18312,1.44828,0.685196,0.354932,1.59847,0.0765597
12 04 1998,0.0948082,1.25040,1.47248,0.646137,0.354118,1.58149,0.0719172
12 07 1998,0.0921643,1.23516,1.51834,0.649655,0.373291,1.59123,0.0683025
12 08 1998,0.0929769,1.21831,1.47493,0.645889,0.375282,1.59048,0.0692210
12 11 1998,0.0928464,1.29536,1.49467,0.583384,0.360957,1.55651,0.0688777
12 14 1998,0.0932872,1.25884,1.47067,0.607814,0.353178,1.56410,0.0705940
12 15 1998,0.0927838,1.22965,1.53825,0.654747,0.382332,1.59719,0.0674474
12 16 1998,0.0921917,1.23970,1.53777,0.642025,0.372980,1.58785,0.0665708
12 17 1998,0.0916701,1.22435,1.52232,0.626776,0.390377,1.58877,0.0670679
01 07 1999,0.0941825,1.31215,1.54792,0.679886,0.386072,1.60912,0.0683659
01 11 1999,0.0933095,1.25584,1.55893,0.615387,0.380198,1.57946,0.0664204
01 13 1999,0.0937253,1.24437,1.53278,0.636478,0.381837,1.58926,0.0682779
01 14 1999,0.0937025,1.24512,1.54517,0.678960,0.389174,1.61001,0.0679159
01 15 1999,0.0941339,1.23246,1.54375,0.660654,0.376827,1.59736,0.0684174
01 19 1999,0.0963815,1.20972,1.49472,0.698890,0.389533,1.61818,0.0737304
01 20 1999,0.0963602,1.32503,1.53333,0.690600,0.369789,1.60685,0.0728075
01 22 1999,0.0979519,1.26528,1.46148,0.690185,0.373848,1.60834,0.0754932
01 26 1999,0.0962902,1.32595,1.38893,0.665135,0.403662,1.61028,0.0760839
02 01 1999,0.0906255,1.29165,1.38529,0.500400,0.381557,1.52683,0.0696167
02 04 1999,0.0900483,1.25589,1.49136,0.632469,0.439968,1.61175,0.0664676
02 08 1999,0.0899105,1.28501,1.48056,0.648043,0.428575,1.61344,0.0664524
02 09 1999,0.0931237,1.37977,1.44755,0.605005,0.416560,1.59065,0.0705010
02 10 1999,0.0918536,1.26893,1.45987,0.656416,0.411594,1.60996,0.0696785
02 11 1999,0.0942140,1.32937,1.45429,0.632745,0.396795,1.59402,0.0711847
02 12 1999,0.0956891,1.37378,1.37806,0.662858,0.398083,1.60707,0.0758242
02 16 1999,0.0978535,1.23503,1.39858,0.727500,0.385889,1.62803,0.0780441
02 17 1999,0.0986926,1.35556,1.42519,0.699432,0.434155,1.63584,0.0782016
02 18 1999,0.0934403,1.22818,1.40677,0.695277,0.394255,1.61862,0.0719318
02 19 1999,0.0962608,1.24805,1.41754,0.717432,0.393731,1.62716,0.0755948
02 22 1999,0.0945902,1.30707,1.44995,0.684056,0.368775,1.60374,0.0726296
02 23 1999,0.0951853,1.30908,1.43179,0.666206,0.402907,1.61040,0.0728807
02 24 1999,0.0946043,1.28601,1.41749,0.683354,0.419812,1.62402,0.0734651
02 25 1999,0.0952810,1.28025,1.42436,0.660740,0.430253,1.61920,0.0737850
02 26 1999,0.0917422,1.29157,1.47165,0.618178,0.421890,1.59844,0.0688090
03 01 1999,0.0917476,1.37625,1.46339,0.571623,0.437384,1.58527,0.0687868
03 02 1999,0.0941019,1.40552,1.44594,0.610491,0.399117,1.58553,0.0717958
03 03 1999,0.0933827,1.37110,1.46048,0.614292,0.402139,1.58846,0.0707540
03 05 1999,0.0934543,1.30535,1.44952,0.647671,0.403113,1.60289,0.0706216
03 08 1999,0.0931319,1.26282,1.46064,0.639661,0.400478,1.59847,0.0694875
03 09 1999,0.0928481,1.24193,1.41315,0.678315,0.420923,1.62247,0.0715193
03 11 1999,0.0918107,1.33599,1.49126,0.659759,0.408724,1.61015,0.0684920
03 15 1999,0.0964337,1.30490,1.40382,0.626909,0.382073,1.58526,0.0766212
03 16 1999,0.0971247,1.31305,1.40701,0.642670,0.366114,1.58518,0.0770774
03 19 1999,0.0937284,1.23687,1.42455,0.607217,0.378187,1.57500,0.0720131
03 22 1999,0.0921913,1.21112,1.46587,0.660211,0.415114,1.61292,0.0690003
03 23 1999,0.0905711,1.32543,1.48244,0.608122,0.417644,1.59243,0.0673568
03 24 1999,0.0927458,1.28634,1.43996,0.638214,0.412277,1.60277,0.0707105
03 25 1999,0.0917862,1.28517,1.44223,0.624099,0.396189,1.59010,0.0697593
03 29 1999,0.0924471,1.31316,1.44678,0.576625,0.387358,1.56545,0.0689959
03 30 1999,0.0908038,1.29119,1.46594,0.642969,0.422925,1.60909,0.0681863
03 31 1999,0.0909421,1.28258,1.46896,0.636239,0.454181,1.61897,0.0674249
04 01 1999,0.0905677,1.29855,1.45438,0.609756,0.391134,1.58177,0.0674118
04 05 1999,0.0924039,1.33558,1.43219,0.626899,0.396086,1.59125,0.0710222
04 06 1999,0.0919649,1.25311,1.43246,0.644573,0.401259,1.60084,0.0703253
04 08 1999,0.0949752,1.28712,1.41832,0.670943,0.385168,1.60509,0.0740845
04 09 1999,0.0947453,1.27292,1.42490,0.657204,0.385376,1.59949,0.0735114
04 13 1999,0.0932453,1.25861,1.44183,0.624256,0.374291,1.58075,0.0710291
04 14 1999,0.0925195,1.18888,1.41749,0.657694,0.402301,1.60668,0.0706793
04 15 1999,0.0922782,1.25828,1.43385,0.646206,0.396189,1.59941,0.0697601
04 16 1999,0.0911267,1.33060,1.45197,0.641777,0.513939,1.64423,0.0696716
04 19 1999,0.0918682,1.30419,1.46417,0.622953,0.402339,1.59223,0.0684395
04 20 1999,0.0916939,1.31636,1.45725,0.612349,0.409265,1.59067,0.0683430
04 21 1999,0.0905899,1.29945,1.45815,0.614854,0.406430,1.59053,0.0675227
04 23 1999,0.0920562,1.31151,1.45662,0.600634,0.398570,1.58103,0.0684434
04 26 1999,0.0903317,1.33882,1.48442,0.596670,0.443805,1.59861,0.0672676
04 27 1999,0.0924045,1.29489,1.45298,0.622969,0.396672,1.58983,0.0689416
04 29 1999,0.0901269,1.27647,1.49956,0.568637,0.396932,1.56616,0.0659228
04 30 1999,0.0942083,1.30313,1.44856,0.636442,0.401644,1.59761,0.0716991
05 03 1999,0.0950037,1.32628,1.44403,0.735890,0.411227,1.64099,0.0749049
05 05 1999,0.0960480,1.27532,1.41960,0.708054,0.384870,1.61997,0.0751768
05 06 1999,0.0966209,1.27506,1.42076,0.691954,0.370906,1.60786,0.0761505
05 07 1999,0.0984785,1.27541,1.42713,0.695281,0.379066,1.61253,0.0776699
05 12 1999,0.0987403,1.35461,1.39950,0.611734,0.338891,1.55939,0.0789529
05 13 1999,0.0965546,1.32436,1.42068,0.668505,0.393710,1.60759,0.0752529
05 17 1999,0.0942187,1.25385,1.45060,0.654203,0.395114,1.60229,0.0715017
05 19 1999,0.0936836,1.35985,1.47626,0.569424,0.372655,1.55547,0.0698532
05 20 1999,0.0926585,1.29369,1.46396,0.643028,0.384075,1.59299,0.0700410
05 21 1999,0.0912814,1.25285,1.46433,0.644825,0.406565,1.60314,0.0684543
05 25 1999,0.0935978,1.33669,1.45640,0.631597,0.410219,1.59917,0.0714210
05 26 1999,0.0954205,1.26525,1.44006,0.636293,0.373899,1.58578,0.0739650
05 28 1999,0.0976152,1.29768,1.41228,0.707918,0.393467,1.62332,0.0770625
06 07 1999,0.100280,1.34270,1.38642,0.681859,0.362123,1.60007,0.0803190
06 08 1999,0.100210,1.35762,1.40819,0.677908,0.374439,1.60354,0.0798926
06 09 1999,0.0997528,1.30020,1.39731,0.704247,0.373429,1.61387,0.0793374
06 10 1999,0.0964462,1.28983,1.43116,0.642729,0.397533,1.59852,0.0751569
06 11 1999,0.0954901,1.26965,1.42298,0.673639,0.385799,1.60646,0.0750086
06 16 1999,0.0955686,1.27990,1.41821,0.666052,0.414687,1.61510,0.0740558
06 22 1999,0.0978545,1.40008,1.43275,0.654482,0.369120,1.59151,0.0768570
06 23 1999,0.0993015,1.37662,1.44461,0.745540,0.351731,1.62169,0.0781256
06 25 1999,0.0995650,1.26147,1.37574,0.718613,0.397144,1.62895,0.0821466
06 28 1999,0.100157,1.26395,1.40518,0.699345,0.355837,1.60471,0.0814296
06 29 1999,0.100134,1.21841,1.40790,0.724096,0.368887,1.61999,0.0800082
06 30 1999,0.101053,1.23911,1.39561,0.732203,0.374307,1.62534,0.0813139
08 25 1999,0.0945287,1.22394,1.47819,0.717883,0.357022,1.61275,0.0709423
08 30 1999,0.0959860,1.24923,1.39338,0.746573,0.398088,1.64006,0.0771035
08 31 1999,0.0996276,1.22950,1.39013,0.707290,0.408187,1.62884,0.0802755
09 01 1999,0.0967086,1.33491,1.46832,0.663164,0.390661,1.60415,0.0748758
09 03 1999,0.0948876,1.28220,1.43918,0.642358,0.400980,1.59981,0.0738848
09 07 1999,0.0909755,1.23349,1.45587,0.634628,0.418014,1.60366,0.0678578
09 10 1999,0.0931234,1.26802,1.45605,0.655885,0.403081,1.60626,0.0694549
09 13 1999,0.0938734,1.20801,1.42595,0.693315,0.393333,1.61747,0.0718621
09 14 1999,0.0941293,1.21565,1.43761,0.681820,0.388414,1.61086,0.0719713
09 20 1999,0.0890798,1.20812,1.51208,0.626457,0.410986,1.59734,0.0652184
10 01 1999,0.0929161,1.28765,1.39007,0.606106,0.405355,1.58633,0.0716856
10 11 1999,0.0962500,1.31003,1.32869,0.693936,0.387717,1.61547,0.0782226
10 12 1999,0.0969829,1.36088,1.33340,0.665102,0.382526,1.60159,0.0790356
10 13 1999,0.0975627,1.32108,1.31840,0.654427,0.380075,1.59611,0.0801142
10 14 1999,0.0971395,1.30731,1.31596,0.653371,0.358778,1.58663,0.0801300
10 15 1999,0.0970936,1.32961,1.30855,0.661018,0.373634,1.59617,0.0813198
10 18 1999,0.0957839,1.19477,1.29384,0.664292,0.418537,1.61594,0.0790955
10 19 1999,0.0933785,1.33752,1.34210,0.587700,0.420671,1.58500,0.0750933
10 20 1999,0.0921675,1.21615,1.38358,0.612349,0.436937,1.60227,0.0707063
10 21 1999,0.0926780,1.20207,1.36279,0.647574,0.447200,1.62071,0.0727913
10 22 1999,0.0931876,1.26681,1.38369,0.649768,0.477044,1.63323,0.0725685
